State,Caste,Religion,Groom_Age,Bride_Age,Groom_Education_Yrs,Bride_Education_Yrs,Groom_Income_Monthly,Bride_Income_Monthly,Occupation,Marriage_Type,Area,Family_Type,Dowry_Amount_INR
Karnataka,OBC,Hindu,23,27,17,16,19849,59753,Govt Job,Love,Rural,Nuclear,231681
Uttar Pradesh,OBC,Muslim,22,22,16,15,134400,56652,Unemployed,Arranged,Urban,Joint,899244
Punjab,OBC,Hindu,28,25,15,9,61802,8856,Private Job,Arranged,Rural,Joint,829481
Maharashtra,SC,Muslim,28,29,18,17,115762,49571,Farmer,Arranged,Urban,Nuclear,809420
Bihar,OBC,Hindu,29,21,14,17,140890,188,Unemployed,Arranged,Rural,Joint,903303
Kerala,SC,Muslim,26,22,17,12,111051,28101,Farmer,Love,Urban,Nuclear,398125
Punjab,OBC,Muslim,31,18,11,18,115065,28107,Business,Arranged,Rural,Joint,2027031
Tamil Nadu,ST,Muslim,34,28,13,20,38470,32267,Unemployed,Arranged,Rural,Joint,131023
Haryana,ST,Christian,25,22,11,12,11744,72316,Unemployed,Arranged,Urban,Nuclear,99006
Kerala,General,Christian,32,27,20,8,135542,38601,Business,Love,Rural,Joint,1099435
Kerala,OBC,Hindu,29,26,15,20,96054,59602,Unemployed,Arranged,Rural,Nuclear,751889
Rajasthan,General,Sikh,25,19,19,17,130566,11864,Unemployed,Arranged,Rural,Joint,1030859
Gujarat,General,Sikh,28,18,15,8,57353,23714,Unemployed,Love,Urban,Joint,159383
Bihar,OBC,Christian,26,20,19,19,55881,22182,Farmer,Arranged,Urban,Joint,531770
Gujarat,General,Sikh,35,18,16,14,97620,72915,Business,Arranged,Urban,Joint,1564538
Tamil Nadu,OBC,Hindu,24,28,15,14,30467,35417,Govt Job,Love,Urban,Nuclear,188684
Kerala,ST,Sikh,33,24,15,16,140193,61831,Private Job,Love,Rural,Nuclear,447050
Punjab,SC,Hindu,31,23,16,17,25955,52007,Private Job,Love,Urban,Joint,80097
Rajasthan,OBC,Christian,27,29,16,8,97585,76100,Farmer,Love,Urban,Nuclear,407280
Uttar Pradesh,SC,Sikh,35,20,11,17,111341,29460,Business,Love,Rural,Nuclear,525058
Tamil Nadu,General,Christian,31,21,15,13,142239,12740,Business,Love,Rural,Nuclear,973145
Rajasthan,SC,Hindu,25,25,14,8,119521,42760,Unemployed,Arranged,Rural,Nuclear,659327
Punjab,OBC,Christian,23,21,12,12,91901,29107,Private Job,Love,Urban,Joint,514015
Maharashtra,OBC,Hindu,24,29,20,17,56799,64293,Govt Job,Love,Rural,Nuclear,360120
Haryana,General,Hindu,34,23,12,17,11439,63211,Govt Job,Arranged,Rural,Nuclear,244529
Haryana,ST,Christian,29,23,15,12,66125,5023,Business,Love,Urban,Joint,304475
Rajasthan,ST,Muslim,32,26,11,18,128286,70534,Business,Love,Urban,Nuclear,495649
Haryana,OBC,Muslim,32,22,12,13,104081,10273,Unemployed,Arranged,Urban,Joint,894213
Uttar Pradesh,SC,Hindu,35,29,13,12,26975,58405,Govt Job,Love,Rural,Nuclear,197131
Karnataka,ST,Christian,25,29,10,20,70654,53558,Private Job,Arranged,Rural,Joint,467504
Kerala,SC,Christian,33,18,13,20,26527,6744,Unemployed,Arranged,Urban,Joint,157244
Maharashtra,General,Christian,29,23,10,19,141052,1451,Govt Job,Love,Urban,Joint,1133756
Uttar Pradesh,General,Hindu,34,26,18,19,112201,4587,Farmer,Arranged,Urban,Nuclear,1366151
Uttar Pradesh,OBC,Hindu,24,27,10,16,45515,67006,Farmer,Arranged,Urban,Nuclear,497546
Karnataka,SC,Christian,33,18,14,11,90861,29633,Business,Arranged,Rural,Nuclear,1000820
Bihar,SC,Sikh,29,20,15,10,67867,27996,Unemployed,Love,Urban,Nuclear,75747
Maharashtra,ST,Sikh,34,18,16,17,104817,42577,Private Job,Arranged,Urban,Nuclear,683772
Rajasthan,ST,Hindu,26,30,15,10,70028,20021,Business,Arranged,Urban,Joint,650886
Uttar Pradesh,ST,Sikh,29,30,14,10,61606,20919,Private Job,Love,Rural,Joint,189608
Tamil Nadu,ST,Christian,23,29,19,13,148681,22644,Govt Job,Arranged,Rural,Joint,1506216
Maharashtra,General,Christian,25,22,10,10,125817,41132,Unemployed,Arranged,Rural,Joint,983601
Gujarat,ST,Hindu,21,29,15,18,102706,4344,Business,Love,Urban,Nuclear,405411
Kerala,OBC,Hindu,35,22,15,15,87681,28496,Private Job,Arranged,Rural,Joint,1099827
Haryana,ST,Hindu,26,22,12,16,125729,50016,Business,Arranged,Rural,Nuclear,1428210
Tamil Nadu,OBC,Hindu,34,26,14,16,30330,2383,Farmer,Love,Rural,Joint,101230
Gujarat,OBC,Sikh,34,22,20,18,59543,53156,Govt Job,Arranged,Urban,Nuclear,1045340
Rajasthan,ST,Muslim,34,29,10,15,57833,62005,Unemployed,Love,Rural,Joint,70486
Punjab,General,Christian,34,20,16,8,137314,68481,Business,Arranged,Urban,Joint,2733396
Maharashtra,SC,Muslim,21,21,14,14,118062,15683,Business,Arranged,Rural,Nuclear,1281678
Rajasthan,General,Sikh,34,22,14,13,109734,36805,Business,Arranged,Urban,Nuclear,1849747
Punjab,General,Hindu,31,18,20,9,43253,4205,Unemployed,Love,Urban,Nuclear,142515
Kerala,SC,Sikh,34,21,15,20,27939,12041,Business,Love,Urban,Nuclear,137388
Gujarat,ST,Christian,24,25,17,11,41544,61967,Farmer,Arranged,Rural,Nuclear,278425
Gujarat,ST,Muslim,35,30,13,14,92960,1663,Farmer,Arranged,Urban,Joint,577089
Haryana,SC,Hindu,32,20,17,14,90945,49045,Private Job,Love,Urban,Nuclear,367749
Kerala,General,Muslim,29,20,13,17,33263,34675,Farmer,Love,Rural,Nuclear,101343
Punjab,OBC,Christian,33,22,18,10,124550,11616,Govt Job,Arranged,Urban,Nuclear,2485674
Gujarat,OBC,Christian,23,25,13,18,108116,65905,Unemployed,Love,Rural,Nuclear,280966
Bihar,SC,Sikh,33,27,20,15,42910,37207,Business,Arranged,Urban,Nuclear,554670
Bihar,OBC,Hindu,21,29,16,11,30643,32966,Private Job,Arranged,Rural,Joint,290094
Karnataka,OBC,Hindu,35,28,16,10,114896,62930,Private Job,Arranged,Rural,Nuclear,1173441
Karnataka,OBC,Sikh,33,28,14,13,28336,19917,Govt Job,Love,Rural,Nuclear,217921
Bihar,ST,Muslim,28,22,13,16,127772,48805,Farmer,Love,Urban,Nuclear,339311
Tamil Nadu,OBC,Christian,35,29,19,8,67257,35005,Private Job,Arranged,Urban,Nuclear,689405
Karnataka,ST,Sikh,31,21,15,8,115084,7205,Govt Job,Arranged,Rural,Nuclear,1131894
Bihar,General,Sikh,24,28,20,8,72433,7800,Private Job,Arranged,Urban,Joint,1018498
Maharashtra,OBC,Hindu,34,23,13,17,27799,64747,Private Job,Love,Rural,Nuclear,193021
Bihar,ST,Muslim,33,22,16,16,87745,46391,Farmer,Arranged,Urban,Nuclear,428420
Punjab,ST,Sikh,25,18,19,8,140084,6152,Business,Love,Urban,Joint,588975
Karnataka,SC,Christian,21,19,11,10,99017,44532,Unemployed,Arranged,Rural,Joint,588196
Tamil Nadu,ST,Sikh,32,24,16,18,134960,24561,Govt Job,Love,Rural,Nuclear,543028
Rajasthan,General,Christian,35,21,16,16,35452,15898,Farmer,Arranged,Urban,Joint,390257
Uttar Pradesh,ST,Sikh,31,18,15,8,120769,68741,Govt Job,Arranged,Rural,Nuclear,1253936
Tamil Nadu,OBC,Muslim,30,20,20,19,79879,34205,Business,Love,Urban,Joint,400863
Karnataka,OBC,Christian,33,26,12,18,61180,12907,Private Job,Love,Rural,Nuclear,183953
Punjab,SC,Christian,23,19,11,19,40845,78999,Private Job,Love,Urban,Joint,219274
Haryana,General,Muslim,22,27,19,14,148255,28879,Unemployed,Arranged,Rural,Nuclear,1295519
Bihar,SC,Hindu,27,28,12,16,124624,32321,Govt Job,Arranged,Rural,Nuclear,1601319
Bihar,SC,Sikh,28,25,18,17,92078,1023,Business,Love,Rural,Nuclear,451313
Kerala,ST,Sikh,22,24,12,19,124371,25184,Govt Job,Arranged,Urban,Joint,1494513
Uttar Pradesh,ST,Sikh,33,19,10,20,11428,27782,Farmer,Love,Rural,Nuclear,-17414
Bihar,SC,Christian,34,28,15,15,82312,52404,Unemployed,Love,Urban,Nuclear,228575
Tamil Nadu,ST,Christian,21,19,16,8,114889,62278,Unemployed,Love,Rural,Nuclear,219658
Uttar Pradesh,OBC,Hindu,35,21,19,20,62826,31794,Private Job,Arranged,Urban,Joint,660221
Punjab,ST,Christian,31,26,18,10,95798,67324,Farmer,Arranged,Rural,Nuclear,784345
Tamil Nadu,General,Sikh,26,20,19,12,144249,6513,Private Job,Love,Urban,Nuclear,810421
Maharashtra,General,Sikh,29,25,16,10,76158,65,Govt Job,Love,Urban,Joint,607485
Gujarat,OBC,Muslim,31,21,17,12,50167,48521,Business,Love,Rural,Nuclear,241947
Tamil Nadu,OBC,Christian,35,21,19,17,90626,17254,Govt Job,Love,Urban,Nuclear,577459
Kerala,OBC,Muslim,26,26,10,12,14718,54838,Unemployed,Arranged,Urban,Nuclear,130885
Karnataka,General,Hindu,32,28,14,8,147811,39978,Farmer,Arranged,Urban,Nuclear,1719958
Gujarat,OBC,Sikh,26,26,19,13,95194,54822,Business,Love,Rural,Joint,591457
Kerala,SC,Hindu,32,19,14,10,99398,70397,Farmer,Love,Urban,Nuclear,288500
Uttar Pradesh,SC,Christian,30,27,19,15,39291,72668,Farmer,Love,Rural,Joint,45517
Kerala,OBC,Muslim,33,26,15,9,34281,34766,Govt Job,Arranged,Rural,Joint,687807
Haryana,SC,Hindu,33,18,16,11,13271,46195,Farmer,Arranged,Rural,Joint,97250
Karnataka,OBC,Hindu,33,22,12,20,77379,18355,Farmer,Arranged,Rural,Nuclear,734699
Tamil Nadu,General,Hindu,21,26,11,11,65568,51305,Business,Love,Rural,Nuclear,354836
Tamil Nadu,General,Hindu,28,27,17,15,41017,20617,Private Job,Love,Urban,Nuclear,214265
Maharashtra,General,Hindu,26,19,18,9,81584,35061,Govt Job,Love,Urban,Nuclear,633717
Haryana,ST,Sikh,30,29,13,9,143208,10694,Farmer,Arranged,Rural,Joint,1115326
Punjab,OBC,Muslim,21,28,20,20,111757,73557,Private Job,Arranged,Urban,Nuclear,1478637
Haryana,ST,Sikh,32,24,20,18,55448,2098,Farmer,Arranged,Rural,Joint,412556
Gujarat,SC,Sikh,33,21,18,16,145205,54399,Unemployed,Love,Urban,Nuclear,355068
Uttar Pradesh,ST,Sikh,31,28,11,11,96843,31410,Unemployed,Arranged,Rural,Nuclear,341117
Karnataka,ST,Sikh,30,30,10,14,146477,42850,Farmer,Arranged,Urban,Joint,949624
Maharashtra,ST,Christian,33,26,13,16,103035,30843,Govt Job,Arranged,Rural,Nuclear,998310
Haryana,General,Sikh,33,27,20,18,56203,20429,Business,Arranged,Urban,Nuclear,1097878
Rajasthan,ST,Hindu,28,21,10,10,96588,75887,Farmer,Arranged,Rural,Joint,547871
Rajasthan,General,Muslim,25,22,14,12,23911,18628,Govt Job,Arranged,Urban,Nuclear,505361
Gujarat,ST,Muslim,32,22,17,13,10193,74395,Unemployed,Arranged,Urban,Joint,39540
Maharashtra,OBC,Hindu,27,25,16,14,40368,35990,Govt Job,Arranged,Urban,Nuclear,665396
Uttar Pradesh,ST,Hindu,29,19,14,9,110724,5422,Unemployed,Love,Urban,Joint,130679
Rajasthan,General,Sikh,26,20,13,9,71279,70846,Private Job,Love,Urban,Joint,355666
Uttar Pradesh,ST,Christian,30,27,15,9,25734,66241,Govt Job,Love,Urban,Nuclear,69909
Maharashtra,ST,Muslim,22,23,17,10,105371,8019,Business,Love,Urban,Nuclear,402723
Bihar,General,Hindu,29,23,19,19,87445,29172,Private Job,Love,Rural,Nuclear,405159
Bihar,SC,Christian,27,23,10,18,118856,22444,Govt Job,Love,Urban,Joint,672655
Uttar Pradesh,SC,Sikh,31,22,12,15,16065,67863,Farmer,Arranged,Rural,Joint,39118
Maharashtra,ST,Hindu,26,25,19,10,66010,18974,Farmer,Love,Urban,Nuclear,126019
Bihar,OBC,Sikh,29,29,13,14,33735,44589,Farmer,Love,Rural,Joint,217450
Punjab,SC,Sikh,25,29,18,15,78329,46408,Private Job,Arranged,Rural,Nuclear,777198
Punjab,ST,Christian,21,30,15,18,125507,65713,Unemployed,Arranged,Rural,Joint,566811
Haryana,OBC,Sikh,33,23,15,13,16561,77887,Private Job,Love,Rural,Joint,98395
Haryana,ST,Sikh,34,25,10,9,84356,73814,Private Job,Arranged,Urban,Nuclear,684820
Uttar Pradesh,SC,Muslim,32,27,17,14,76863,78497,Unemployed,Arranged,Urban,Joint,350207
Rajasthan,OBC,Hindu,28,26,20,18,86234,65634,Govt Job,Arranged,Rural,Joint,1368067
Gujarat,ST,Hindu,31,18,10,12,20596,17032,Farmer,Love,Rural,Joint,190320
Gujarat,General,Hindu,22,22,18,10,101472,45609,Farmer,Love,Rural,Joint,462311
Maharashtra,SC,Christian,23,19,12,17,83574,32002,Farmer,Love,Urban,Nuclear,159458
Haryana,OBC,Sikh,25,28,18,16,114900,49933,Business,Love,Rural,Nuclear,863359
Haryana,General,Sikh,27,23,16,19,121685,65651,Business,Love,Rural,Joint,1017662
Rajasthan,General,Christian,25,19,17,8,103484,32705,Farmer,Arranged,Rural,Joint,1172439
Rajasthan,OBC,Muslim,30,19,14,20,140555,12372,Private Job,Arranged,Rural,Nuclear,1499449
Punjab,OBC,Christian,26,30,11,20,86475,36576,Unemployed,Arranged,Rural,Joint,718555
Rajasthan,ST,Christian,29,25,15,8,50180,54650,Business,Love,Urban,Nuclear,170309
Maharashtra,General,Christian,27,29,13,18,115569,67787,Business,Arranged,Urban,Joint,1856817
Maharashtra,ST,Muslim,27,29,12,13,40971,33122,Business,Arranged,Rural,Nuclear,462198
Haryana,SC,Hindu,21,20,18,19,90240,64979,Private Job,Love,Rural,Joint,346479
Bihar,General,Christian,33,21,10,20,69100,24046,Govt Job,Arranged,Rural,Joint,1422228
Karnataka,ST,Sikh,24,21,15,16,29428,58372,Govt Job,Arranged,Urban,Joint,372915
Karnataka,ST,Christian,27,25,11,20,129169,22076,Unemployed,Love,Rural,Joint,166953
Bihar,ST,Christian,31,24,17,9,138188,56612,Unemployed,Love,Urban,Joint,283815
Kerala,General,Muslim,24,27,14,18,110696,62275,Business,Arranged,Rural,Joint,2212342
Maharashtra,SC,Sikh,24,29,16,13,13355,14057,Business,Love,Rural,Nuclear,-34305
Tamil Nadu,SC,Christian,32,23,17,18,146588,20107,Private Job,Love,Rural,Joint,477169
Kerala,ST,Christian,32,28,13,8,112248,33832,Govt Job,Arranged,Rural,Nuclear,1434206
Karnataka,ST,Muslim,30,19,13,15,54097,35667,Private Job,Arranged,Urban,Nuclear,355542
Uttar Pradesh,SC,Hindu,25,27,12,16,60277,6987,Private Job,Love,Urban,Nuclear,189589
Punjab,SC,Christian,26,23,20,18,70127,60492,Unemployed,Arranged,Rural,Nuclear,486355
Maharashtra,ST,Christian,25,21,18,15,69732,45233,Farmer,Arranged,Rural,Nuclear,444636
Bihar,ST,Christian,24,21,19,12,124733,30200,Farmer,Arranged,Urban,Joint,743652
Kerala,OBC,Muslim,22,24,16,8,111055,49446,Private Job,Arranged,Urban,Nuclear,1501027
Maharashtra,SC,Hindu,23,29,10,9,100150,14466,Private Job,Love,Rural,Nuclear,350393
Uttar Pradesh,SC,Sikh,25,23,13,15,89596,57290,Farmer,Arranged,Urban,Nuclear,559329
Tamil Nadu,OBC,Hindu,33,18,17,17,22900,27522,Business,Arranged,Rural,Nuclear,348887
Tamil Nadu,SC,Hindu,35,19,11,9,122003,28046,Business,Love,Urban,Joint,558844
Bihar,General,Christian,30,18,16,20,51590,11195,Unemployed,Love,Rural,Nuclear,161966
Punjab,OBC,Muslim,31,19,16,16,119049,52083,Govt Job,Love,Urban,Joint,987453
Punjab,ST,Christian,24,30,17,15,91639,18689,Farmer,Love,Rural,Joint,243496
Tamil Nadu,OBC,Christian,25,18,12,16,113939,47593,Govt Job,Love,Urban,Nuclear,768822
Rajasthan,ST,Christian,23,19,16,8,64625,44971,Private Job,Arranged,Rural,Nuclear,374027
Haryana,ST,Hindu,29,25,13,15,11864,79859,Farmer,Arranged,Urban,Nuclear,110046
Kerala,OBC,Muslim,23,22,16,17,27929,63763,Business,Love,Urban,Nuclear,289357
Maharashtra,SC,Hindu,33,20,18,19,93089,60808,Farmer,Arranged,Rural,Joint,662388
Maharashtra,General,Christian,28,30,11,10,60492,61231,Private Job,Love,Rural,Nuclear,276568
Uttar Pradesh,General,Sikh,32,25,19,9,27428,2599,Unemployed,Love,Rural,Nuclear,50074
Uttar Pradesh,General,Muslim,34,21,15,20,45339,2445,Business,Arranged,Urban,Nuclear,772729
Gujarat,ST,Sikh,24,23,15,17,43492,21752,Private Job,Arranged,Urban,Joint,251292
Gujarat,SC,Sikh,26,29,17,16,34793,749,Private Job,Arranged,Rural,Joint,316802
Tamil Nadu,ST,Sikh,25,20,10,14,53089,17871,Govt Job,Love,Rural,Joint,265315
Kerala,ST,Sikh,21,26,14,9,63742,49496,Private Job,Arranged,Urban,Joint,562150
Rajasthan,ST,Sikh,26,19,17,17,145342,68663,Business,Love,Urban,Nuclear,440624
Gujarat,General,Christian,31,24,16,20,101133,39225,Private Job,Love,Urban,Nuclear,575649
Kerala,General,Muslim,27,19,16,17,77727,33341,Govt Job,Arranged,Rural,Joint,1865680
Tamil Nadu,SC,Christian,23,28,18,20,52152,39702,Govt Job,Love,Urban,Nuclear,307483
Kerala,General,Muslim,30,25,11,16,137655,55900,Private Job,Arranged,Urban,Joint,2166060
Karnataka,General,Muslim,25,28,18,19,46018,7279,Unemployed,Arranged,Urban,Joint,369949
Maharashtra,ST,Christian,25,19,18,14,109140,8066,Farmer,Love,Urban,Joint,326652
Punjab,SC,Christian,32,21,12,12,10655,48578,Unemployed,Arranged,Rural,Joint,161384
Kerala,SC,Muslim,22,23,10,8,56696,3347,Business,Arranged,Urban,Joint,704136
Kerala,ST,Christian,35,29,10,20,93841,31204,Business,Arranged,Urban,Joint,1078649
Kerala,OBC,Muslim,21,26,10,8,18422,65646,Govt Job,Love,Rural,Nuclear,141591
Rajasthan,OBC,Sikh,29,21,12,16,147431,18026,Business,Arranged,Urban,Nuclear,2101779
Kerala,OBC,Sikh,23,27,14,18,79921,3012,Govt Job,Arranged,Urban,Joint,1505609
Bihar,ST,Sikh,27,27,18,10,12612,72969,Business,Love,Urban,Nuclear,31668
Bihar,SC,Hindu,35,25,16,15,55879,42396,Unemployed,Arranged,Rural,Joint,235119
Kerala,OBC,Sikh,34,22,15,19,41748,48465,Farmer,Love,Urban,Joint,175193
Uttar Pradesh,ST,Muslim,33,18,13,13,54614,15077,Private Job,Arranged,Urban,Nuclear,327388
Punjab,SC,Sikh,22,27,16,18,44162,19789,Private Job,Arranged,Rural,Nuclear,428006
Kerala,SC,Christian,31,30,20,8,25985,73490,Govt Job,Love,Rural,Nuclear,138722
Bihar,OBC,Muslim,32,20,14,13,85325,2166,Business,Arranged,Rural,Nuclear,1224985
Rajasthan,General,Sikh,27,18,14,9,104973,56447,Private Job,Arranged,Urban,Joint,1283911
Gujarat,OBC,Christian,21,30,14,12,106144,63312,Business,Love,Urban,Nuclear,534867
Gujarat,OBC,Hindu,31,23,10,10,94845,64850,Farmer,Arranged,Rural,Joint,957061
Uttar Pradesh,OBC,Sikh,32,19,15,8,122626,69226,Farmer,Arranged,Rural,Joint,1174125
Karnataka,ST,Hindu,28,20,13,19,75942,77795,Private Job,Arranged,Rural,Joint,585320
Haryana,SC,Sikh,31,19,15,18,50986,27891,Farmer,Arranged,Rural,Joint,479314
Gujarat,General,Hindu,22,26,16,18,74347,75887,Private Job,Arranged,Rural,Joint,996849
Karnataka,General,Sikh,27,30,14,16,41544,73828,Private Job,Love,Urban,Joint,286563
Karnataka,SC,Sikh,22,23,16,20,71887,42448,Unemployed,Love,Urban,Joint,131163
Uttar Pradesh,ST,Hindu,35,24,17,9,53529,7793,Govt Job,Arranged,Rural,Joint,533330
Punjab,General,Muslim,32,21,16,16,69065,11159,Private Job,Love,Rural,Joint,474550
Punjab,OBC,Muslim,21,21,15,17,99765,1493,Private Job,Arranged,Urban,Joint,1342373
Uttar Pradesh,OBC,Christian,28,30,14,8,110593,27802,Private Job,Love,Rural,Joint,477242
Uttar Pradesh,General,Hindu,29,21,16,14,49475,73345,Private Job,Arranged,Rural,Joint,712747
Haryana,SC,Sikh,25,19,20,16,45754,64090,Business,Arranged,Urban,Nuclear,596085
Gujarat,OBC,Sikh,29,26,11,9,81623,32172,Govt Job,Arranged,Rural,Nuclear,1348418
Haryana,ST,Hindu,29,25,11,15,75833,73770,Private Job,Arranged,Rural,Joint,638058
Haryana,General,Muslim,23,26,20,19,116001,51905,Farmer,Love,Urban,Nuclear,604731
Gujarat,General,Hindu,26,19,13,12,51826,14524,Unemployed,Arranged,Urban,Nuclear,408122
Uttar Pradesh,OBC,Sikh,22,27,20,19,102036,56906,Business,Love,Urban,Nuclear,653483
Maharashtra,SC,Hindu,23,20,15,16,124572,16725,Farmer,Arranged,Rural,Nuclear,975224
Maharashtra,General,Hindu,29,18,15,19,108529,20657,Farmer,Arranged,Urban,Joint,1271342
Karnataka,OBC,Muslim,28,25,20,15,115412,43171,Business,Love,Rural,Nuclear,652068
Gujarat,ST,Christian,23,22,14,15,43148,2568,Govt Job,Love,Rural,Nuclear,197764
Maharashtra,General,Hindu,26,24,18,9,61475,74946,Unemployed,Love,Rural,Joint,229290
Maharashtra,General,Muslim,25,19,18,19,38132,36807,Farmer,Arranged,Urban,Nuclear,476606
Rajasthan,SC,Christian,25,30,13,9,99055,69872,Unemployed,Arranged,Rural,Joint,488587
Haryana,OBC,Muslim,21,26,17,13,93280,54670,Business,Arranged,Urban,Joint,1616923
Kerala,OBC,Sikh,25,21,12,17,142014,38653,Business,Arranged,Urban,Nuclear,2460957
Punjab,General,Hindu,23,22,15,12,104748,40340,Unemployed,Love,Urban,Nuclear,341816
Gujarat,SC,Hindu,21,25,13,11,91068,1443,Unemployed,Arranged,Urban,Joint,472858
Karnataka,SC,Sikh,32,27,12,8,149238,59000,Farmer,Love,Rural,Nuclear,348603
Punjab,General,Muslim,21,18,17,17,16571,9004,Private Job,Arranged,Urban,Nuclear,282634
Gujarat,ST,Muslim,28,28,17,12,58370,21653,Private Job,Arranged,Urban,Joint,441607
Gujarat,ST,Muslim,26,19,16,13,78041,78809,Private Job,Love,Rural,Joint,255892
Punjab,SC,Hindu,29,19,15,9,39268,62291,Private Job,Arranged,Urban,Nuclear,380781
Punjab,OBC,Hindu,25,21,16,12,59106,74516,Unemployed,Love,Urban,Joint,202700
Gujarat,ST,Christian,28,28,20,8,38437,67296,Business,Love,Rural,Nuclear,211108
Punjab,ST,Hindu,31,28,19,17,89028,11672,Govt Job,Love,Urban,Joint,519389
Gujarat,General,Sikh,32,28,16,14,17038,34265,Govt Job,Arranged,Rural,Nuclear,330782
Rajasthan,SC,Sikh,28,19,10,14,125851,69410,Unemployed,Love,Rural,Nuclear,263702
Punjab,SC,Muslim,34,20,19,17,132153,18499,Private Job,Arranged,Urban,Joint,1403506
Karnataka,General,Sikh,24,30,14,15,86415,22922,Unemployed,Love,Urban,Joint,194574
Haryana,General,Sikh,23,21,11,11,69047,28227,Govt Job,Love,Urban,Nuclear,630126
Bihar,OBC,Hindu,30,20,20,12,128921,54273,Farmer,Arranged,Rural,Joint,1343096
Karnataka,OBC,Sikh,31,20,16,13,57553,56827,Unemployed,Love,Urban,Joint,200699
Rajasthan,SC,Muslim,30,24,20,8,136732,56181,Farmer,Love,Rural,Joint,436863
Uttar Pradesh,ST,Christian,31,19,20,16,46422,76260,Farmer,Love,Urban,Nuclear,41691
Maharashtra,General,Hindu,22,25,16,10,90729,29405,Private Job,Arranged,Urban,Nuclear,1176981
Bihar,ST,Sikh,27,26,14,18,64426,40308,Business,Love,Urban,Nuclear,205014
Rajasthan,SC,Hindu,23,20,11,8,88689,8811,Unemployed,Love,Rural,Joint,197477
Karnataka,OBC,Muslim,25,24,17,8,74177,19342,Unemployed,Love,Urban,Nuclear,155359
Haryana,OBC,Hindu,35,29,16,13,116447,26420,Farmer,Love,Rural,Joint,502069
Gujarat,SC,Sikh,24,25,13,13,82578,46740,Unemployed,Love,Urban,Joint,65215
Kerala,General,Christian,33,21,16,13,62553,14881,Private Job,Arranged,Urban,Nuclear,1036917
Bihar,General,Sikh,33,30,14,19,74263,73572,Farmer,Love,Rural,Joint,327562
Kerala,ST,Christian,34,25,13,15,56264,58797,Private Job,Arranged,Urban,Nuclear,480474
Haryana,SC,Sikh,21,23,10,9,67727,52110,Govt Job,Arranged,Urban,Nuclear,1036111
Maharashtra,SC,Muslim,35,22,17,15,112265,53631,Govt Job,Arranged,Rural,Joint,1378007
Karnataka,General,Christian,27,29,11,19,30912,11060,Business,Love,Urban,Joint,146011
Bihar,General,Muslim,29,20,19,9,125514,28166,Unemployed,Love,Urban,Nuclear,341337
Uttar Pradesh,SC,Sikh,27,29,14,14,105513,24435,Private Job,Love,Rural,Joint,322585
Karnataka,ST,Muslim,23,18,10,13,149677,11651,Govt Job,Arranged,Rural,Nuclear,1589938
Karnataka,OBC,Hindu,31,22,11,10,124601,35652,Business,Arranged,Urban,Joint,1742008
Haryana,SC,Hindu,25,30,13,18,51290,9329,Govt Job,Arranged,Urban,Joint,872061
Punjab,General,Sikh,23,19,20,12,71885,3357,Business,Arranged,Urban,Nuclear,1509185
Kerala,SC,Muslim,32,24,19,13,149022,39341,Private Job,Love,Rural,Joint,648427
Karnataka,SC,Sikh,28,28,17,16,43298,56296,Farmer,Arranged,Urban,Joint,325246
Rajasthan,General,Hindu,21,29,20,19,27333,14816,Govt Job,Love,Urban,Joint,288911
Gujarat,General,Christian,31,19,14,9,36566,50972,Unemployed,Arranged,Rural,Nuclear,274314
Rajasthan,SC,Christian,33,28,14,20,99313,14362,Farmer,Arranged,Rural,Nuclear,758181
Gujarat,General,Christian,27,20,10,11,109923,6007,Farmer,Love,Urban,Joint,522938
